"","logFC_1_s","logFC_2_s","logFC_3_s","logFC_5_s","logFC_6_s","logFC_7_s","logFC_8_s","logFC_9_s","logFC_10_s","logFC_11_s","logFC_12_s","logFC_13_s","logFC_14_s","logFC_15_s","logFC_16_s","logFC_17_s","logFC_18_s"
"CG9143",0,-0.285970992951037,0.0352474521915389,0.284257504480266,0.54436017137882,0.65913969292939,0.535543132801331,0.585695569045103,0.227098658338342,0.376879043415499,0.355137483914882,0.360363256774951,0.0749954779756541,0.320198044750502,0.348365743212104,0.246941639115539,0.0763036550585108
"CG9149",0,-0.0226976035677255,-0.0131155866472064,0.107982135816824,0.397211283529765,0.306656849449713,0.297918766713853,0.414927184682084,0.087156924828812,0.289989128319717,0.261222255855301,0.345657823712525,0.278742119080443,0.276269981064416,0.201703577522119,0.269276197361332,0.174510806641701
"CG9246",0,-0.0507931189240427,0.11179814272883,0.206864379057663,0.599171040111215,0.566691643858683,0.438376508168028,0.521430892742057,0.337799646379731,0.440201983234369,0.396422788992808,0.261845099344356,0.295501240463884,0.357830761252933,0.282903787220489,0.350958850635546,0.153113922681225
"CG9253",0,-0.0610920316092978,0.115455667057052,0.219942936679162,0.47723263695118,0.587008138362537,0.61097824288185,0.437753474371517,0.239185118837085,0.271364191442133,0.296762900827643,0.237347028847565,0.136400506609518,0.333359069259225,0.125925114532912,0.36477622450477,0.226971801159278
"CG9259",0,0.100929365599662,-0.00097815785850397,-0.161759752316171,0.318668344671738,-0.143497032706269,0.00133338220018953,0.493312402783826,0.710883813817031,0.137674321482393,-0.560146917544477,-1.25451777616614,0.130184330765355,0.398711974589046,0.665124981549133,-0.642872403593709,-0.077646943083284
"CG9319",0,-0.0682509077814855,-0.0227013899533794,-0.150699801795256,0.186444943623756,-0.179140599895478,-0.0862524917353493,0.0610313746499616,0.123744190244555,0.10728264831695,0.0741405275207336,0.0615477910113293,0.138635042037111,0.16673870560258,0.147947299695316,0.234615014038079,0.203062668301429
"CG9331",0,-0.0576175434583028,-0.246449075804539,-0.618144752630163,-0.319084735852567,-0.902249489518308,-0.754592579166102,-0.0896830481649848,-0.0618083789576298,0.0212223062955337,0.189479348348269,0.380910516840051,0.522907819620015,0.528441710172263,0.429423515794712,0.797064630188215,0.594587603707172
"CG9389",0,-0.0310314648226839,-0.0390210315957287,0.082978719166273,-0.440492089314477,0.0134058079754817,0.03632916002889,-0.214236427399173,-0.264632001102701,-0.263354712060999,-0.0530057004046869,-0.123983007645635,-0.309742434770584,-0.228625415527508,-0.390777982809174,-0.439014294252093,-0.319949787623033
"CG9391",0,0.00930002349850323,0.0225767019595935,-0.0593122941102404,0.170012563048331,-0.0199451980883927,-0.163558234409936,-0.00866525785324246,-0.0245450093877748,0.0375298091830114,-0.000874745946542355,-0.0442085952089259,0.122688180770507,0.28734789461268,0.163817424790188,0.156065265996599,0.309101763349819
"CG9394",0,-0.349756995018878,-0.368684790614155,-0.0443418521924981,-0.0371194604624785,-0.213885147879428,0.0888212745384358,0.542907128996403,0.451673651607106,0.212353248462108,0.214137564677208,0.289456842249333,0.81478336677848,0.550581442882947,0.46387982318913,0.128927742980143,0.602135761194808
"CG9436",0,0.0222164163947109,-0.0163448764728766,-0.229068248728039,-0.0126183233365129,-0.334595735573449,0.0259550194466582,0.253107315939364,0.24796000203095,-0.122964073776122,-0.0188726088433704,0.0849446494600334,0.300698377091138,0.219954914559041,0.0373395679848949,0.0713375219525796,0.077971372563403
"CG9447",0,1.20522602962661,1.10603046277866,0.428026233189174,0.00588063245202686,0.0984945572057578,0.173054004532642,0.221347498033485,0.199396297417931,0.0275684933063471,-0.17553961279445,-0.243431402653402,-0.201850806145916,0.241628655730134,0.0585786543457866,0.177473428771821,0.131713330095805
"CG9459",0,-0.21793046729699,-0.360928455854356,-1.12382472575628,-0.945921788175962,-0.942297496875638,-0.841336320204957,-0.423146967932112,-0.293596666979599,-0.166664937832582,0.0181478023273547,0.18866927570908,0.0918615507680185,-0.725630763595685,-0.455185882827394,0.242553155963341,0.149465865438486
"CG9485",0,-0.235080333457339,-0.339862075044549,-0.612078170226944,-1.16814860287898,-0.524526010498354,-0.585530682727534,0.0817747398220092,0.332554971850975,-0.10754772359701,0.245708395484314,0.202672096465961,0.245865877262646,0.520723213343121,0.355222075523322,0.610454913395597,0.251972655250214
"CG9505",0,-0.823044779354996,-1.21345039420612,-1.02098619260534,-0.760677692734188,-0.763622194184653,-0.580515267401882,-0.276892593861153,-0.377333054597519,-0.10254939649318,-0.0136416460068798,-0.0533514094520653,-0.455345706704259,-0.468537163176316,-0.328653504262293,0.0916951496565268,-0.380804897850807
"CG9509",0,-0.0579360638115887,-0.0728458515394639,-0.315097015157789,-0.163225756202674,-0.374910138840165,-0.483215958748803,-0.117036153420446,-0.091557770368607,-0.398414348088822,-0.329165029165861,0.130103669581078,0.317927806837647,0.275776325199936,0.167566305030877,0.338158105473408,0.414620508094208
"CG9510",0,-0.0135864881675571,-0.271882712800505,-0.980091701844282,-1.03109788775,-1.62674020026274,-1.47517977677631,-0.71733999931356,-0.518900632865283,-0.689282348702196,-0.568199003124618,-0.267950077628628,0.170262254738944,0.177534243495687,0.00937672060792583,0.209651158334557,0.409164791472463
"CG9527",0,-0.079509260973289,-0.178220533466686,-0.33996745392554,-0.0640523948525153,-0.0494142851822597,0.0218254556562911,0.501972706329672,0.481717659620097,0.446944926420452,0.351065116752482,0.345645681438773,0.642181811806536,0.644518881804198,0.54297947916803,0.61622287262752,0.664702955072547
"CG9547",0,0.146278034765803,0.0526776338691359,-0.254458174074069,-0.171141219117791,-0.506094151667576,-0.380029759624404,0.126472548302769,-0.0332222153017856,-0.240531889819782,0.0988168329152064,0.179213167004731,0.223541150235352,0.0917987672723948,0.177088289010195,0.337046915834896,0.545998753244544
"CG9555",0,0.160583352021826,0.220541009615183,0.535268391406218,0.573445871569375,0.307965360539645,0.29329774237969,0.578061714011682,0.639442998381745,0.701926891004599,0.554428854075918,0.468813562600227,1.35473655326563,1.1941468667767,0.99704321116417,0.665058872597484,0.943161637779061
"CG9568",0,1.9724398401265,2.20034582655763,0.700179707917505,0.740947565091854,0.984014117360239,0.196431255790714,0.640821368524623,1.34015359889713,1.05570670579414,0.181562596673114,0.807574598172949,0.871677205819311,1.24334779550635,1.40753740828969,0.997481618316495,1.48560828341774
"CG9577",0,-0.185828542232199,-0.138076054069652,-0.346316662228079,-0.0171728240838727,-0.349956663489828,-0.154107075716892,-0.0433635410759754,0.0072398158168081,-0.121525828447299,-0.0141609869096415,0.0143959387252339,0.1989695139416,0.158468311781135,-0.0314160626895923,0.122021354755775,0.0411870405327353
"CG9616",0,0.174947767080101,0.649827206238231,1.38026195450359,2.14567483888372,2.02961119348784,2.00586179379471,1.82412394520909,1.20174336418175,1.14765448486406,0.857280918111448,0.897483672289141,0.210188502229656,1.53710051169719,0.0596941289546373,1.14579390976665,0.325222686039949
"CG9663",0,-0.100741004016854,0.150133741951442,-0.382226190184778,-0.24252072223276,-0.0938198884768866,-0.0862686184580364,0.412523777555142,0.585339399719207,0.352148459139779,0.230112470510863,0.290779302134339,0.390936401465752,0.504761014160777,0.682393488873254,0.487144617065571,0.497083859727888
"CG9673",0,0.254933144246635,0.320693233585934,0.0702098067024428,0.455025700678517,0.120800286932958,0.0649875114014247,0.377136764109999,0.379500789132408,0.186252247586653,-0.10885068341755,0.518505114695418,0.639286315089217,0.62983006500274,0.528705910837929,0.760135473113739,0.876877202111003
"CG9674",0,-0.0174893426758569,-0.0480036599857776,-0.03416470188224,-0.10988053343122,0.0223684110417182,-0.184224925886145,-0.0569573939527501,-0.0447445994874442,-0.167986549297956,0.084782342660791,0.294306993160452,0.0667729503340748,-9.69414422531401e-05,-0.112994890159127,0.341895397333449,0.102366717477379
"CG9692",0,-0.00903109033905469,0.00689207863648988,0.0508189589915657,-0.156724941651352,-0.00590588606116338,-0.00218766229928669,-0.28772054775341,-0.337229771239816,-0.209495596949063,-0.18071515651821,-0.201207796361832,-0.280484444644103,-0.336489538424524,-0.359661285854905,-0.365438694569371,-0.267075189601181
"CG9733",0,3.21895474701371,3.15459156922176,1.46754183086612,1.20274218322271,1.19022077245385,0.84743051404947,1.25248665318359,1.12866062408757,0.628882269564726,0.647954510366334,1.24431099981669,0.972130457511971,1.31635523470612,1.38316437019541,1.55023132159016,1.24235232746864
"CG9743",0,0.674426805165084,1.00011994801091,0.492009196440812,0.56225204824287,0.985093586188889,0.419672008101984,0.692100707662812,0.882916677491267,0.642263180665888,0.0267245447767666,0.61235908491679,0.835554477057591,1.01005523610727,0.926936581480469,0.474990428407764,0.810984052458503
"CG9784",0,-0.122541218004329,0.0248151103867817,-0.0890662320899764,0.0272370511609985,-0.0233808027944482,-0.034401417684796,0.290058866530461,0.337168485245476,0.266487501765676,0.244607876786904,0.164104434504683,0.208229598002496,0.234825276252921,0.349326189396144,0.422219982715275,0.306378462719931
"CG9799",0,-0.171871663364688,0.110545462744223,0.115067940825851,0.240677601103745,0.379481996440084,0.342074209380446,0.287283539524187,0.130881947492718,0.225264797351861,0.203627176340154,0.216202619370828,-0.0595188411281873,0.224157342022647,0.023853508552854,0.0735698643783875,0.0237440462388667
"CG9826",0,-0.179910760232955,0.184724313515937,0.203639531451816,0.144329733541679,-0.793534089862401,0.669519553614728,0.225035320070144,1.16424320749961,1.08784944845993,-0.53694015677377,0.0065719727830249,1.57061803929546,1.45743298554995,2.14872039943321,0.720991096912516,0.477697916352541
"CG9837",0,-0.119873803027096,-0.814854619102606,-2.37228870710769,-2.09274029449218,-1.56925690413791,-1.06766478737333,-0.00758355632765273,0.162542591513366,-0.559274928412269,-0.311159061866384,-0.476648769583576,0.0613169476362074,-0.59415549956779,0.891058072200385,-0.0434513247136534,-0.00582800665723759
"CG9886",0,-0.16372573661853,-0.377663095476739,-0.929261973734007,-1.07624067466451,-1.11951042551524,-1.05002227348287,-0.44062205753698,-0.182263870011694,-0.0521836016348045,0.39830514834112,0.497214893395366,0.274476169857362,-0.0039601622546277,0.123614707745482,0.781802869895022,0.476943302133841
"CG9903",0,-0.396657895315727,0.244176599871006,0.641154703822377,1.0952295352969,0.986406790025445,0.475793536645421,0.832256402002855,1.07090390870075,0.933047017073777,0.0202195951898305,-1.15323938464919,1.23431051506476,1.19794300541526,1.4101056079971,-0.216066098885192,0.0481157894999327
"CG9928",0,0.0633801759968406,0.0962014790587196,0.0670675787329804,0.526243256328621,0.0646461028752245,-0.266678231861686,0.366141111334156,0.274403790131877,0.519835600070323,0.928745243060466,1.0107067319931,0.51073042892091,0.854331441410838,0.34104698462432,1.30064899836378,0.430195182750041
"CG9947",0,0.133237444062656,0.267031771175686,0.0090952362053045,0.11803623816022,0.157311887772233,0.0184387544661959,0.142077622162732,0.229925636465975,0.259053613586246,0.131470883360509,0.24312901601818,0.234745481149324,0.157635286815074,0.257841683614701,0.305364525776795,0.27431742098491
"CG9953",0,-0.0642933640287104,-0.232074541740769,-0.561872777343551,-0.303340964077981,-0.518148984804526,-0.348816708962464,-0.122558784456209,-0.132833408972314,-0.0271705366626849,0.112571741314947,0.139299923997995,0.237757294947034,0.151789221726633,0.0724540929382194,0.347258375288089,0.181854619233649
"CG9961",0,-0.0370011263628527,-0.0635493803897091,0.0191936168816982,-0.135378360235113,-0.0980993048481515,-0.00923651971926898,-0.397810437222779,-0.466271949209763,-0.165414863163854,-0.0964925429350743,-0.154989948163204,-0.339075109484337,-0.280015826981046,-0.419531383620134,-0.333691922395886,-0.300888299850988
"CG9981",0,0.61293583318732,0.497622224263148,0.174651544905125,0.511110321119214,0.434055311935767,0.597870816077411,0.856519301675817,0.616638581524801,0.530263221949937,0.252330623653318,0.968337898273119,1.14356566222347,0.889182736888527,0.934564207235688,0.775330533871141,1.27686458725515
"CheB42a",0,0.452122497638681,0.574395865306212,0.580628664003329,0.902465268739816,0.711601628867803,0.691637605688989,0.660385254292959,0.987236957200458,0.811903018096662,0.713542586311845,0.944503284195763,1.03458372654419,1.22937831222042,0.741990911914779,1.13824095911421,0.854804612226756
"CheB53a",0,0.270099695197764,0.557681082731036,0.596909274537033,1.49569205783647,0.937226917692489,0.943449931959583,1.08670688893899,0.746563222879417,0.367702308079331,-0.0496765109712478,0.317597208528358,0.835171957057402,1.52065769558376,0.677397152301453,0.205156256964695,0.885895208576163
"CheB93b",0,0.554375390918762,0.805957937109453,0.577429514681039,1.17234955181982,0.551908682804995,0.585451830990853,0.753702407896946,1.18612402765483,1.2295416291764,1.20463143972759,1.3767429214811,1.05805858075423,1.47714510292781,1.12089162734086,0.535813312187299,0.861262764078384
"chico",0,0.0887153131189047,0.183626100502735,0.0550180727660994,-0.0707230702990431,0.257677101241963,0.0751802588948349,0.247971115402429,0.347757143029553,0.337660922622137,0.111244513941604,0.301660055406193,0.296353938877854,0.278464815261149,0.236423278176405,0.248264380295471,0.395032667114383
"chif",0,0.0463167437762468,0.15663740658371,0.0469668954120737,-0.181069223932324,0.125066398789028,-0.0987009370333611,0.0975753555802568,0.180639445876531,0.113879786202962,0.0986528089282164,-0.0360348914828519,0.110288337848353,0.138298506554838,0.204709490154515,0.0566274423072057,0.153100378739764
"Cht7",0,-0.227763465607738,-0.649456602884976,-1.40103310332258,-0.883810157294025,-0.901943707469259,-1.51284318469481,-0.357819070667813,-0.320712978139759,-0.50152997135737,-0.106343259177376,-0.135111789321731,-0.331416476849674,-0.524885884518867,-0.341083536825869,0.113303447766448,-0.0199167872213717
"cin",0,-0.28541373925799,-0.184067172535231,-0.192699644172159,-0.0213972834673717,-0.0526785727681105,-0.0489135497251736,0.114038790121747,0.13453302035915,0.0542415498796966,0.0824361914709835,0.0763382071580692,0.0328439918889059,0.197592328243692,0.132542427733028,0.0688013693756497,-0.0436618021242801
"CkIalpha",0,-0.0150353175767064,-0.0193094680836285,-0.139633495197318,-0.202997758885065,-0.0396556371803625,-0.0485161583848583,0.172381893827575,0.182176274555254,0.0968946965534094,0.0369102366301171,0.102267773145833,0.205742299071012,0.250903408129783,0.172790939397565,0.151578380547555,0.191845642561048
"CkIIalpha",0,-0.0543857168040542,-0.0312857960451032,-0.104560487917115,0.0726369376444156,0.144987553178991,0.0936042969882696,0.0829421718240786,0.0827486932944765,0.146300594584446,0.124219429739667,0.0504255510903837,0.0690795128764297,0.0995151550377136,0.0871107985836472,0.188578914055023,0.0642300941116485
"CkIIbeta",0,-0.00451818393589321,-0.0218058345878225,-0.140202359529431,-0.102442391784903,-0.0141294900768338,-0.0239492199653029,0.076714612153868,0.0461524667604936,-0.0163022019525831,0.0711602411673589,0.0610696299278866,0.0874807683594883,0.0338084423778913,0.104778691992132,0.0828376702498179,0.0914140990109118
"Claspin",0,0.255435272143331,0.66776144039207,1.15740476170689,2.07073849009754,2.10548447538834,2.83254062013819,2.91920858357253,1.98971914159002,1.57955061081029,1.26722287187535,0.887930652928187,0.723434066130559,1.70898911516181,1.39047552774129,1.45074380263289,1.33426055362941
"Clk",0,-0.0538091592835999,-0.157183946440982,-0.138080618243735,-0.524134101324033,-0.157735112156918,-0.425366828643408,-0.668543562047529,-0.812402927737647,-1.05159765393731,-1.04328729620855,-0.360954554735104,-0.0578799258783542,-0.110782560905367,-0.946743198019438,-0.52861693611735,0.0213248560654673
"cmet",0,0.157120509543486,0.0287906097834689,0.291769202825139,-0.297135912730263,0.0940462741817347,0.166923146625376,-0.249578999663401,-0.344414158430798,-0.0412194041097047,-0.0336890733996098,-0.00953013174650508,-0.16891910912436,-0.288265151845717,-0.172727508571071,-0.162972897391823,-0.140509634544451
"CNPYb",0,0.133150775683079,0.372288830734258,0.466960232468623,0.695973836503808,0.365845122510066,0.537806890367427,0.819197469287344,0.440714452275318,0.246632553015829,0.0233789450656614,0.193518288332979,0.275790596029757,0.36778142470737,0.423096097801722,0.228857431980245,0.0385656636404104
"Col4a1",0,-0.193643663117053,-0.351991207776584,-0.710841474531979,-0.33191967607281,-0.105335167120328,0.504974178682445,0.989022249520372,1.14011938457032,0.697011003574918,0.738255093624651,0.717396688563905,0.899225696258333,1.02808040005916,0.636604127229291,0.508981638648202,0.338011979482099
"Cp1",0,0.0107056098151705,0.0948762783461312,-0.0984362970229213,0.184468234122658,-6.95798974295059e-05,0.0226772792700238,0.308187800068199,0.436926724767524,0.623962456042715,0.521377561728626,0.421321080709307,0.35829890282217,0.444875961969531,0.48153970662732,0.38022610562167,0.273834504975751
"Cpr31A",0,-0.287942155272589,-0.0690247355737598,0.17765364194617,-0.453531092333606,-0.153721576562914,0.125255306535881,-0.0846098603245907,-0.291263643661066,0.0504331471355489,-0.144973602121981,-0.398304233452428,-0.685930620995396,0.015867007463076,-0.238330582697645,-1.47457698362178,-0.257211856058561
"Cpr49Ab",0,-0.502949227758505,-1.11937788394801,-2.09216964378595,-1.66152132930744,-2.03998939745166,-2.48969445737293,-1.39556333019917,-1.34569980319841,-2.18590878840973,-2.25065099008909,-1.83730927615985,-0.373785491165747,-1.06349886078325,-1.44503191642728,-1.49139531812654,-0.419313508524228
"Cpr49Ae",0,-0.590393734678124,-0.836166193361821,-1.23562449298524,-1.03096381429462,-1.24288593197257,-1.53646279211906,-1.14404901381659,-1.26170210844835,-1.66774204545084,-1.58359731938256,-1.43297966608867,-0.437641806179542,-0.630376415408119,-1.23596667936976,-1.1827589551702,-0.747559097698166
"Cpr62Ba",0,-0.363199376784267,-0.417184184107603,-0.378556264149086,-0.105829348423314,-0.579292712194578,-0.725078794061983,-0.927908777550996,-1.15368891511571,-1.05401355514934,-1.09899437695127,-0.2086878735188,-0.189513757144452,-0.583709798397315,-1.06962385796144,-0.507092329563821,0.0322784539726122
"Cpr72Ec",0,-0.19527538715917,-0.439046558743232,-0.673299097719927,-0.880153730811529,-0.832654915230547,-1.55301469345704,-1.65682703150018,-1.17006768448522,-1.73838835394188,-1.42274184084936,-0.949961168508686,0.137304741664535,-0.200162337985994,-1.71546214875788,-1.13874008885476,0.296194576729984
"CPT2",0,-0.0942171395466262,-0.0668557741273945,-0.346664896124803,-0.302528588620174,-0.255635362231734,-0.212169329339259,0.202878079603116,0.264271112857047,0.108145364353047,0.166598951288649,0.195706563054978,0.331800431284713,0.233039720767315,0.209692747705158,0.291088571708801,0.402105590269239
"CR13656",0,-0.399505066910118,-0.366495626848116,-0.694693394853268,-0.770052178480078,-0.758999789843957,-1.00860910219069,-0.933516276264017,-0.660047932931636,-0.617792202009885,-0.300681874927073,-0.316313113032743,-0.0720435778403861,-0.803068806259446,-0.670554167122396,0.0417829674870882,-0.00788157912123211
"CR15061",0,4.44463026850062,4.55927821263503,3.9041493840298,3.39979451033858,3.83545368036273,2.91058630573133,2.8298855409456,2.04856562032742,1.58904022231463,1.5550202113469,0.690428481884941,0.69230401232982,-1.40137730250213,0.369235894739019,-1.34524951176251,0.22908237453592
"CR18228",0,0.170922255096436,0.0117014341932853,-0.167503245645361,0.220539553226578,-0.0352459166952297,-0.183481996505991,0.0704820052634245,0.054005548859192,0.350399607209155,0.155247910778222,0.30720646920246,0.419002653717423,0.376030050600676,0.324110587913671,0.493356416531588,0.392183860106896
"CR31427",0,0.450361520291941,0.144030440568748,-1.07175285126006,-0.723131389647633,-1.32657531793456,-0.677164603289703,-0.989287242217781,-0.290474690163913,-0.546286190993091,-0.35848861514537,0.085126556628519,-0.0803391252374732,-0.141768453462024,0.18300891155378,0.848042926370899,0.838135590523165
"CR31562",0,0.317727996981789,0.0881171497995816,-0.650375595247951,-0.584818487629486,-1.07867226264471,-1.35907332312303,-0.339290807338157,-0.32435293851597,0.105611579750412,0.213137735533628,-0.511985864611059,0.0106477684353425,-0.65393669415684,0.685876707329645,0.494708410029053,0.326052884908752
"CR32194",0,0.384217323161173,0.350426869957937,-1.51676426744596,-0.758822882901267,-0.948167654807173,-0.790910466877955,-1.019208485389,-0.927416196144231,-0.702209636066177,-0.553033559952537,-0.048851187881268,-0.345084273497585,-0.305705983857192,-0.669958792713148,-0.212379603506847,0.0694522306238474
"CR32553",0,-0.11211243582638,-0.146759251971385,-0.409882518426894,-0.318696824221106,-0.695358435282335,-0.827575526654078,-0.963360024642935,-0.815791890471613,-0.897999138919105,-0.5779626021579,-0.280827587990014,-0.0106221215311497,-0.213864996732494,-1.0370716875577,-0.389991286068212,0.0413286320375135
"CR40068",0,0.156855248075896,0.132531253770811,0.373212807874144,0.0179014582132571,0.393887187900185,-0.0799272670610158,0.38605747163672,0.626634183399003,0.448122472936948,0.551325181940096,1.13896860333075,0.637955088615675,0.464368899064861,0.360836296892624,0.649262959222565,-0.235611674949278
"CR42490",0,-0.495774999435073,-0.497146586166643,-0.384389548809867,-0.172258113416323,-0.474704669615843,-0.380427765990856,-0.720844174172961,-0.760947627960826,-1.03406433118117,-0.345235059850752,-0.501091872060762,-0.820400946240405,-0.516787386189067,-0.545836579012904,-0.678000574740899,-0.217379710190158
"CR42491",0,-0.111011081374646,-0.148307430151702,0.264127707393987,0.619624303311427,0.604244018071129,1.0030800460558,0.82093209556489,0.485928408303036,0.303677082204826,0.454348531512548,0.458331619877779,0.0917703366980982,0.069672413173592,0.262333120956073,0.633658797637402,0.21918585341308
"CR42532",0,1.58460052266186,1.85163346510445,1.80318898126654,1.52685305781858,1.16158096546101,0.144715772944906,0.390303746321894,1.36845488066669,1.83204317022403,0.881100340919266,1.99699050305298,1.56017409290676,1.87319950067996,2.24200338897487,2.11231269751443,1.38540460552172
"CR42715",0,4.5712595087267,4.14288516593806,2.6712677649868,2.51203646343552,2.56173709087411,2.11218649555743,1.95214431791619,2.37655227471917,2.12708840765122,2.43680388179899,2.58560767247802,2.15156830960688,2.43456861292759,2.22839485897603,2.90981125543492,2.51704397380768
"CR42785",0,1.10574842183991,1.28937632353454,0.721139131922634,0.750433645081792,0.955910669739689,0.418528278161777,0.153262602582851,0.647649069631862,0.886160180480025,-0.0295460313740512,0.9795981528017,0.953929516718501,0.856444835363449,0.94339399788783,0.81256664442745,0.856344008470848
"CR42860",0,0.838507006875777,0.820617590844593,0.278892023840557,-0.267345766667633,-0.191820584689024,-0.454488725142747,-0.0153174526233872,-0.320005755548016,0.0035822368326146,-0.331183984775062,-0.701431570126811,-0.55194093797855,-0.5285452411071,-0.578944526382501,-0.702512656038681,-0.646023688604394
"CR42868",0,1.43524532613398,1.37494790623184,2.10849382786311,3.25003021651588,2.46134285973521,3.28278377746202,3.18815006073103,2.7354681192131,3.26179569500371,2.71078840339069,2.93775017203938,1.18950867756774,2.48161317761756,2.19006671458805,2.15662625890956,1.4810332240567
"CR43051",0,-0.440437115502737,-0.49732977666897,-0.395954852577824,0.0635002792897499,-0.257994056682754,-0.213068482761727,-0.003844992226405,0.154459795610332,0.310332885568816,0.312577780152557,0.571668623182162,0.587802787923513,0.356700442210663,0.510224123816929,0.875940706059126,0.431188372200315
"CR43080",0,-0.0786415187999205,0.174910286387732,0.70573319046658,1.01298761351497,0.594987384444086,0.467735824138554,0.707895869041328,0.426921226478774,-0.18820188084073,-0.0961330285401081,-0.035850623467498,0.114378698465448,0.0666966541828362,0.0302460970594156,0.108719323691408,-0.198992185317811
"CR43270",0,1.20243878826314,1.38480192080903,1.48433254637812,1.24805167525938,1.14510754539944,1.05192770615144,1.06218353336963,1.65384310410995,2.03291842869942,1.37812171430376,0.974796269309306,1.10574368270296,1.64184459722196,1.77867699859295,1.74599540513607,0.906801958849139
"CR43364",0,1.48678411148535,2.26101375095945,0.824737284044719,0.414442892469541,-0.204616781875877,-0.971663535981192,-0.79879699176686,-0.262131482713788,-0.493475083676905,-0.808200782787954,-0.426401707682064,-0.650510464507155,0.104436255908711,-0.61135234243022,-0.183855623352472,0.263167421417836
"CR43417",0,-0.406548029220877,-0.990959057713668,-1.59080841990199,-0.99369736163519,-1.62529947725843,-1.27902584725291,-0.698673504069487,-0.607279418168193,-0.346543981396609,-0.0582212665072808,-0.365441851678359,0.0414493780417233,0.0272543078513401,0.371581663469954,0.426986845750536,0.481838229705083
"CR43853",0,-0.195959025295076,-0.00901806877169298,0.0990532596623084,-0.371876543592942,-0.124525713253408,0.0317120218460505,-0.5793336882058,-0.511010098912065,-0.146886248748072,-0.192951786793053,-0.337933891209987,-0.84204524072994,-1.01531060640483,-0.608659854880918,-0.580669955042904,-0.535674709884926
"CR44028",0,-0.172059490975111,-0.0584947310626796,-0.728221637294139,-1.02534999455654,-0.530487138257017,-0.602601207811243,0.0473208625208628,-0.433599338529089,0.14621458885638,0.142698860207035,-0.170987190750614,-0.152133397532319,-0.214490600140552,0.105549959174204,0.103551139394929,0.112370085320751
"CR44073",0,-0.0683387157354209,-0.468171258729638,-0.251158181703786,-0.332792475550786,-0.454798137160709,-0.0827055777636707,-0.588006103961489,-0.559644700619667,-0.272472554975033,-0.00967870931690107,-0.0945984603820367,-0.519015179298081,-0.32129256507169,-0.476816546257939,-1.04594643797409,-0.199459902696793
"CR44080",0,-0.0476037684940692,-0.298463755014396,0.117109218659775,-0.209565463349526,-0.287590993111819,-0.34058943921813,-0.612625605330122,-0.424848724599536,-0.465840351447292,-0.263179065198805,-0.282227041636936,-0.729219849011767,-1.14888253702804,-0.312525502801479,-0.595075277852288,-0.663020227882309
"CR44145",0,0.712900524345334,0.897336686538772,0.919348481664142,1.4627109719955,1.19656429846501,-0.0471979268720566,1.57103519698324,0.985083361862334,1.8026763502461,1.64090231567492,1.02917086291795,1.45529943225473,1.36908729239096,1.57235143919599,2.54425873267143,0.549709993974571
"CR44331",0,0.7312836720482,1.7027463240203,0.0851749673005389,0.580247551339728,0.513025994159005,0.281343494774086,0.356225936398203,0.321746720952048,0.0550044191520748,0.482006904332237,0.407599497980459,0.0260161696147557,-0.0518356116648021,0.399247785533549,-0.609792902934259,0.472770506314096
"CR44380",0,0.336414444465076,0.192293303643923,0.326166511000624,0.340122684153293,0.0825915675016249,0.00589676879100751,-0.0295621506196301,-0.123154375662276,0.122993732921398,0.5863305207005,0.197201805123321,0.231302783617172,0.466423619386555,1.12255064010705,0.940059458438632,0.653218768483672
"CG44404",0,5.11179817012055,6.26037651425418,6.7776712263819,7.2033707941027,7.01546525000779,6.76045657079273,5.75013519977339,6.39727036333226,5.52821457085488,5.43267120527812,7.53196711653044,3.83328816562075,7.63533210465455,4.84398519909671,7.54760550698287,5.47292342502056
"CR44473",0,-0.485190437954887,-1.33127641716842,-0.435663890104746,0.290230629068061,-0.208055713072193,-0.27359540643976,-0.0591898482563886,-0.42361744912486,-0.0810646108835453,0.0763353517788186,0.143372186765631,-0.132136583297276,0.324293575748337,-0.105513411981063,0.544311791844018,-0.349604770565836
"CR44474",0,0.36837151348555,-0.614067570766364,-0.558218478340614,-0.0666058883418659,-0.996854238802274,-1.19048078789153,-0.0823292217261246,-0.0836982293936533,-0.946741956006268,0.129569559663912,-0.00778360504942011,-0.31959133769359,-0.355215032860959,-0.511015910492283,0.598696756677488,-0.209115100231633
"CR44501",0,-0.487108713115108,-0.554789918497094,-1.15168200975186,-0.798897362626777,-1.42402653031992,-1.02930572479424,-0.345498978784108,-0.613006101217074,-0.399489255408011,-0.249011409756278,-0.137080046874674,-0.428534643890345,-0.447753000991565,-0.559292754768993,0.0164683696350774,-0.683932499638834
"CR44798",0,-0.731832503311834,-0.771648637548319,-1.4475790856618,-0.775073751510862,-1.44114616533285,-1.6417567488142,-1.47659323492283,-0.709750287136769,-0.626470523836364,-1.36421275062918,-0.550745910369468,-0.508301656713549,-0.679205594032448,-1.14200035885235,-0.130165444626006,-0.834370330760847
"CR44858",0,-0.181505539052827,-0.811681872795813,-0.440919057316776,-0.373773429263303,-0.377607802838187,-0.0445443696448024,-0.601899404015358,-0.41664470168206,-0.765404412571525,-0.948563975855747,-0.392614603740172,-0.344000906344744,-1.38719253323471,-0.777800087062249,-1.00462823670058,-0.749041093832804
