"","logFC_1_s","logFC_2_s","logFC_3_s","logFC_5_s","logFC_6_s","logFC_7_s","logFC_8_s","logFC_9_s","logFC_10_s","logFC_11_s","logFC_12_s","logFC_13_s","logFC_14_s","logFC_15_s","logFC_16_s","logFC_17_s","logFC_18_s"
"CG32669",0,-0.221917980112909,-0.219311442870645,0.227200113467584,0.629255258508223,0.697212610399469,0.773557035177442,1.05611656585432,1.11343388875819,0.78225318779828,0.502273529983174,0.168470721961803,0.294627304094224,0.497243322969,0.697042981293665,0.302169987483726,0.0180177569935354
"CG3267",0,-0.0744753735165027,-0.120489277507973,-0.312800872660133,-0.125146911902372,-0.13360732528719,-0.0241147162936448,0.112995032325778,0.0463345951612295,-0.10121261106353,-0.0452960847458002,0.0843466479012065,0.256323342784166,0.206881981202512,0.0431004332397409,0.350716788236189,0.350406222487348
"CG32695",0,0.0779367851931596,0.0652952240418925,-0.0550404303236238,0.388498201266889,0.0794688780679822,0.057413154496559,0.340747710563772,0.231102364646842,0.328525416626737,0.401158039856144,0.528054102975824,0.394187988314163,0.621738754763705,0.421621554832037,0.544544945398346,0.449512952152895
"CG32750",0,0.123293794545684,-0.0774516198835218,0.182714390687558,0.725696290886856,0.758850903998207,0.622111382459125,1.2976790010256,1.608421744215,1.19753665649327,0.549274790612142,0.341890698173833,0.9665783360496,1.03298374506412,1.72611413165583,0.539831696491974,0.720422904653447
"CG32751",0,-0.178308252921331,-0.403917822666807,0.610828878541597,0.662238882332304,1.15870850458705,1.54700978202477,2.09117089440297,2.30504692003054,2.35855419854207,1.88868587189364,0.294827622403417,0.505927186336173,0.687362562083615,1.92126110223346,0.767267185556297,0.0498720374643291
"CG3277",0,0.166807401295675,0.124104975165804,0.139338918834866,-0.282308823332875,0.343783022748585,0.315638195678123,0.714946764309393,0.75405194807952,0.962374373084027,0.399469704630482,0.263759054708173,0.938107466546371,0.900286385149352,1.28789552718693,0.627335931389962,0.705286509170654
"CG3292",0,-0.0255932803496288,-0.451146553329601,0.422036845180755,0.466730641520429,0.338960758595137,0.404142705467475,0.5038818982159,0.28223401415473,0.179831686708517,1.285192642051,0.668599324690127,-0.806596256835343,-0.368683386196852,-0.274658663077563,-0.594496205165198,-0.914102934854998
"CG32984",0,-0.464223761241382,-0.959471470975037,-1.45194498539305,-0.826238269932309,-1.15545359001281,-1.27953714967173,-1.28929148771307,-1.19492380000225,-1.06545323723503,-0.574318095496719,0.0928689378627197,-0.499744097274268,-0.94038504098638,-1.13801916222929,-0.0791788299213398,-0.596145949481373
"CG33090",0,-0.0648555711369552,-0.240317546170433,-0.459444533810159,-0.412267823309548,-0.244714616895064,-0.355114968771341,-0.246557645437859,-0.344022951945568,-0.42969819671875,-0.134015875772618,0.107461147484578,0.0690253401219376,-0.0163228239300812,-0.316905257123119,0.249000739513125,0.152870401849055
"CG33127",0,-0.114935293616043,0.036536972736549,-0.185203427743808,0.423517450663172,0.0118006160910165,0.0790460526812442,0.308992209026878,0.150091912344459,0.176680988299948,0.202665838193917,0.819594379932557,0.862738170240238,0.466184376841955,0.385891625738295,0.945640156994557,0.964535626236296
"CG33156",0,-0.054188221896438,-0.0987020724193224,0.037777110415175,0.033997107689661,0.0167589615969286,0.032753647133454,0.198346672442108,0.222025966038456,0.147164106505456,0.0937518996878559,0.0245897654866116,0.0132881736106087,0.00246671803719156,0.065289211821816,0.163620130833463,0.0558385062285165
"CG33301",0,2.32582588569846,2.8950179990733,3.14165987609946,2.04991936962241,2.31572296952939,1.08517560454914,0.816984114811139,1.43812981825068,2.33732943919953,1.55623002542331,1.58499302317142,1.96064733131107,1.30982014661241,2.33955088628684,2.09962989151448,1.45362257978632
"CG33306",0,-0.078372772272461,0.279725639678712,-0.103468324515804,1.05718008295976,0.390682479876507,1.03634578484679,1.85932422132946,1.66589967065327,1.73199614707597,1.18350416163995,1.30135836143659,1.64043553412056,2.08609447153236,1.84413206916728,2.03470418922996,1.97041620858927
"CG33337",0,3.98458369478939,4.66149878213619,2.79891995547349,0.905554535792476,5.04378486964222,1.82117383012553,2.56707432221056,3.55089885595319,3.10099488291459,0.306960091980729,4.5816458425048,2.63943222122956,4.10307927270404,1.94346632515669,2.91890184147434,2.12938667367142
"CG33346",0,1.14271801134989,1.24776126504973,1.1472128609394,1.65899061973433,1.36194061363923,0.903718972712769,0.869003546065951,0.935022331757347,1.53805418194715,0.974422599084696,1.00633591959124,1.30178292447944,1.3880519383299,1.58378480859972,1.22936922897942,1.02184372856775
"CG3344",0,-0.588072157618979,-0.676609305566244,-0.461171486882396,-0.0570181851190918,-0.298383883832975,-0.0473766805269884,0.111232048373192,0.145205912824919,-0.0629897490080671,-0.0257297009546757,-0.111918022836391,0.017326107370466,-0.0641681814616781,-0.250076532491673,0.0035852873506137,-0.830142003756052
"CG33469",0,2.15282201019162,2.18423157610338,1.68694341124069,1.83140844889391,1.30647439488401,1.16560579000483,1.5631958711243,1.723551006183,2.26844228665723,1.44757325712868,1.63255321277207,0.690637600829804,1.71788178966276,1.99596220139489,1.49237305094745,1.45289499384633
"CG33470",0,1.06411852483176,2.01645068271755,2.51171097127423,2.5667216256998,2.45713474089545,2.50015272093798,2.31565458189505,1.7781949485121,1.67288147670106,1.87642773673978,2.13673276581792,1.23524306420247,2.41462781045529,1.23827504636606,1.96674820296423,1.05310963270134
"CG3348",0,-0.0300424373028898,-0.839352466056619,-1.68255760286313,-2.0145549624371,-2.07185508741537,-1.42619542790563,-0.764633114603959,-0.592957937327221,-1.97577268527121,-2.28547847322863,-2.39012157907058,-1.16862431016802,-1.7977207874498,-1.35858619978487,-2.36273122178037,-1.01870580372958
"CG33506",0,-0.127439923777599,-0.121920823936167,-0.116413638113457,0.11314570996977,0.0402343601775867,0.030885439484738,0.226862976887404,0.125787265541789,0.219482553294005,0.365240732802989,0.26171261468557,0.224028846370257,0.126942912976087,0.201692786229382,0.435628285398531,0.0509861464726002
"CG33509",0,-0.171053361012212,-0.882310384563725,-2.05083672891086,-1.72333099255117,-2.30537651121476,-1.83765379855932,-1.26470238559451,-0.977604608615508,-1.0451714371403,-0.44856510404532,-0.634389205052438,-0.831788233905588,-0.30711231582001,0.0971640676242918,0.744248464519863,0.115965977955316
"CG33510",0,0.0604759442218209,-0.771188589246999,-0.890065207838491,-0.521309125890757,-0.062571491393578,0.542108118600649,1.2031539950901,1.57809706548311,1.28109813085057,1.07616054786376,0.393278417645706,0.47526211623141,0.445084452856031,1.59234484904928,0.963256918267733,0.5955121122146
"CG33511",0,0.95100406136071,0.759616805346366,0.603397020061898,0.849023552576004,0.801898852609825,1.54134827944493,1.97036366418425,2.13662464310573,1.99515491049677,1.66819534111219,0.630530138534531,0.165152444698915,0.693119356023747,2.23188526783976,1.0841093658718,-0.0178641963875377
"CG33514",0,0.476260385417647,0.563632623839482,0.47825188287595,0.884611734032781,0.494301837434659,0.164481014186078,0.414990470140991,0.661017160252509,1.1562691597712,0.983992037045586,0.984978934724689,0.89488330433259,1.07462315497567,0.980985038822456,1.35867343980017,1.12484948547417
"CG3376",0,-0.243778311794666,-0.230684714238194,-0.545765482185459,-0.362355881625895,-0.215555113753008,-0.144461604679305,0.213753150016955,-0.059183271456944,0.325346266822178,0.820242093858116,1.03233700910829,-0.0141356002062594,0.00826248805897567,0.111983019038782,1.03994715964567,0.449122437429427
"CG33965",0,-0.235873580238039,-0.762959670034242,-0.306498592077929,0.301875092737272,0.137552124222399,0.259271088099127,0.983946527680756,1.05288608393487,1.42496980425849,1.5174458015066,1.56548882410118,1.29711114432572,1.07291926634306,1.05227525307701,1.81283469455628,1.18777239743434
"CG33966",0,-0.294239180641853,-0.757792892080683,-0.0836768245051704,0.640117008421765,0.407817524765839,0.582671943294651,1.00581018704808,0.870031023318114,1.03958462551581,0.804535779876566,0.879038568626344,1.08167831843556,1.42044024322586,1.15151141084142,1.21944861906233,1.16593492281141
"CG34010",0,0.20603558282628,0.221503358080551,0.445352304162049,0.725203526927173,0.162120880888996,0.467380931549101,0.590827427244245,0.566721395355367,0.927719448332979,0.5917435438725,0.578351780383666,1.01687757215816,0.325486178866567,0.800365472096914,0.97901458152744,0.782727232334454
"CG34026",0,0.558060219768732,0.522416412486191,0.460124122997779,1.06647587765141,0.284444315129293,0.0622433585410551,0.244602184899317,0.353826067352776,0.402149038315437,0.391969591456728,1.14670365865676,1.36509177122123,1.11250452323391,0.978568173766893,1.49162331829648,1.18210040693375
"CG34040",0,0.563510602444424,0.853021167440764,1.0903710799097,0.745825080188049,0.301977697609458,0.0450919142147099,0.854397481883321,0.860288352873281,2.10448495086609,2.00036118115427,2.98672012704846,2.92916313679049,2.46697287251672,2.80888200181224,3.25827133199185,3.25628258588777
"CG34054",0,1.90598587134653,2.49283179637467,2.0951491676135,1.89595623424885,1.59605707565518,1.74885373093848,1.57041171700449,1.62086690901179,1.43460822720288,1.79559594157856,1.90883603952535,0.657923165567239,2.12988719924282,1.10211734164086,1.80075814969534,0.992058531942871
"CG34134",0,-0.494326700196877,-0.906926748662037,-1.44128629350878,-1.23864268413687,-1.77913318720651,-1.95721374627391,-1.83999619521664,-1.36536772806338,-0.335590246890072,0.00491851774439045,0.194437281495712,-0.191720322961204,-0.9200437643318,-1.16941145839879,0.319571779331977,0.00875227103039578
"CG34176",0,0.580611420947072,1.03028372619739,0.887416386626701,1.03730314208806,0.812191805181711,0.70508453954549,0.656441050512178,0.898703389350039,0.906657164777669,0.591543531026441,0.760889479291977,0.963625043514288,1.14929504244507,1.34925429513889,1.1268641613245,1.2488729717811
"CG34180",0,-0.647450594279682,-1.48468534308865,-1.8870919148684,-1.48775764776424,-1.86792034388439,-3.66170296975633,-2.29665359288573,-2.7988038823139,-2.44101610667633,-1.57023185361466,-0.192768011878045,-1.02043985837829,-2.53174643920303,-2.88299172629074,-0.64102001841552,-0.838812881005491
"CG34232",0,1.23802353532854,1.57773086295291,1.38302026713993,1.68179519042938,1.61776661470741,1.18523789896802,0.917918479189316,1.03782215050661,0.485806628538805,0.0219223955695675,1.08708232199148,1.26873821811807,1.33226022452528,1.05430622583344,1.05979237970913,0.820933470130678
"CG34284",0,0.0283796102287406,-0.0814386650354519,-0.353086775767765,0.226148611521165,-0.606125693778811,-0.834320125087848,-0.586804744764453,-0.755738459640768,-0.775434840983023,-0.735773104982442,-0.246140092333002,0.0444235637766557,0.0841894679662714,-0.112212145923726,0.17404581677428,-0.0169775596239692
"CG34288",0,0.212883674099222,0.549701197972269,0.47865294842963,1.08403516811379,0.845479870524402,0.363643916410105,0.498641876838182,0.679751410394713,1.18876568084855,0.650121834921438,0.714614283330775,1.06718445402608,1.07608075940068,1.21838809596374,1.20423367029425,0.734418899777328
"CG3430",0,-0.208492488501608,-0.356120371375497,0.330841988243159,0.758415718302999,0.651944479685918,0.792293180477838,0.683102024209647,0.59314358983393,0.36575161425759,0.224047353463349,0.621211074755824,0.39137737493775,0.565260745054544,0.466182654762852,0.433723565319434,0.0428583422845885
"CG34331",0,-0.0239258023100106,-0.344821200861638,-0.768894221008025,-0.554673563679215,-1.16556229951208,-1.03995546044438,-0.385811069815034,-0.391944288585307,-0.292641959489379,-0.246057418685844,-0.143435659637731,0.255599799927054,0.176906944834721,0.0198409377515167,0.104362042539168,0.187716777632048
"CG34424",0,0.040037198455801,-0.172498337390958,-0.46595725272085,-0.123979379810458,-0.663977305498529,-0.577272110480763,-0.259391949258812,-0.332109743286087,-0.470577516504636,0.0907959155140086,0.0776174711317514,0.25422782618703,0.58342016971282,0.42871281342591,0.554722212503399,0.67694518424842
"CG34462",0,-0.100709422331957,0.137144522637619,-0.220046900966905,0.109175579251015,-0.405498099936106,-0.170003482018218,-0.128573007877181,0.0874341469608302,-0.238978546809612,-1.0183850665741,-0.376657962874666,0.28886343685163,0.524239573482679,0.0731255794008421,-0.316163351572142,0.0752504558911749
"CG3448",0,0.387530615463303,0.403590216790337,0.285287017243797,0.648439650034476,0.72241717548665,0.22259769895125,0.459245447874368,0.341109664510328,1.00879395864411,0.66863450355656,0.411453151959646,0.655364319730621,0.541023628519665,0.817260469476367,0.585688355941768,0.595146795889353
"CG3483",0,-0.0559784598782285,-0.127940411347851,0.122701912829221,-0.0654787040376226,-0.0141646964417008,0.039567105152627,-0.308776532016071,-0.335716165550072,-0.302168547993324,-0.0974902452155604,-0.106926612353586,-0.373421214617483,-0.232843654480495,-0.482470037185079,-0.429180490140925,-0.33056765928125
"CG3527",0,-0.131391237280764,-0.146752756573978,0.0839615059694814,0.471453594946965,0.0494877748678384,0.152789426053575,0.151531904150569,-0.0752487572351885,0.0722289295429501,0.0821755012893539,0.10226873187587,0.163026184815446,0.00611299896423656,0.0169643433155064,0.0571386780552485,-0.0799176070170695
"CG3534",0,-0.178365002624609,-0.600417813928707,-1.0062411189847,-0.936321226806024,-1.06054795995042,-1.01868268256016,-0.554667590849299,-0.527372672281253,-0.667261345173913,-0.679786891800386,-0.300343206852691,0.154511062825465,0.264046554462553,-0.0736130138604274,0.208878777216298,0.264399822714356
"CG3589",0,0.00174744197921362,-0.0083049730160254,-0.0223591790493929,-0.00606492231662248,-0.0274741087684336,0.032711168062284,0.29846636685717,0.287681107591435,0.464801989022508,0.346592302695482,0.202586602808556,0.301539235408998,0.423055348137477,0.303923571092244,0.400588927178005,0.347597233144901
"CG3597",0,-0.190260398461072,-0.512307012972075,-1.09720757271136,-0.684982685464281,-1.2041037750217,-0.558859258590124,0.0617579223301101,0.211337305483405,-0.434853230435713,-0.398686009958848,-0.294535231623896,0.148295049668807,0.119343722128708,-0.137300059844788,-0.108457510495684,0.0874615493787978
"CG3603",0,-0.000774875495135774,-0.14113942729271,-0.404495228858859,-0.216779319880102,-0.34345026599545,-0.310392448194476,0.0256357307959307,0.0774102918412742,-0.0474967653652794,0.0220949036374902,-0.0508135485021528,0.213191988854343,0.297694647844645,0.37976874349346,0.326334870093175,0.206139896849086
"CG3609",0,0.218882882919238,0.159551529541076,0.303571670537734,0.163209889372218,-0.58488930314792,-0.764409039186961,-0.183978734379482,-0.145896977678492,0.119113593010546,0.147837120698855,0.556072238606688,0.93223564786905,0.964270713286679,0.889081339700726,1.24880728708035,1.12824632604977
"CG3638",0,-0.0475962527318217,-0.337198334694683,-0.590055994155188,-0.680497977467759,-0.515758874700999,-0.428335353513928,-0.0542966543575281,0.17579384642394,-0.126070459879958,-0.17075933258291,-0.0949980111109685,0.250082492162655,0.2606509580148,0.317804388313283,0.131536949381406,0.396321113114698
"CG3699",0,0.288995025500457,0.105448837635338,-0.0152571139895876,0.151566360297824,-0.797723507703562,-0.868098335216437,-0.276867421005393,0.0201981645591074,-0.1870546740412,-0.258865544375149,0.0595475966037666,0.79045725647573,0.890353813453964,0.978196762282989,0.800226624294893,0.951650768753145
"CG3706",0,-0.236252124262526,0.353354156106425,0.449054311232902,0.768213671856603,0.681066076510509,0.730966993328134,1.10286666546545,1.2645065812095,0.736937287702871,0.278236836676931,0.352555590884414,0.883884591308226,0.9648249066872,0.892368522307299,0.630924957813808,0.936235526024468
"CG3734",0,-0.292328378302273,-0.477997692383724,-0.634771693038925,-0.0578914959508197,-0.115050012200272,-0.00984013129127703,0.362653549070563,0.0319663977242302,-0.307134369172605,-0.00874373281712426,1.07114289231397,0.66909320556918,0.625439057574272,0.308346348123029,1.10194885279054,0.873046120531711
"CG3735",0,-0.00277929081391015,0.0199874287441721,0.124518975799574,0.0696060661828586,0.181009355751321,0.100303757950016,0.0260958674583698,0.00384225473374755,-0.0492885706423696,-0.00982143458578033,0.0482420988830485,-0.0453119223629015,-0.0585839877733001,-0.0559063269321491,-0.0100241472368339,-0.12610581676178
"CG3739",0,-1.62278126263928,-1.92676672977488,-2.41196174767126,-1.59059666203433,-1.62402923479858,-0.796070467637946,-0.364717068154908,-1.13664211264221,-0.822870887213131,0.127907074741726,1.43497844735368,-0.477005700552029,-0.682379626008945,-0.470312185240109,1.67076124011486,0.521031207564514
"CG3756",0,-0.0432741500936187,-0.0808936600308203,0.209545649825699,0.355585007294254,0.218366500709527,0.296068060942161,0.0943190902764481,0.0201146415292577,0.061960018674851,0.135401489449728,0.111346931013211,-0.0513657111796251,0.0425167950288499,-0.0844242149826582,-0.0369749718325831,-0.125788149824131
"CG3812",0,0.166175767602219,0.00644434114437908,-0.194378335293473,-0.495812932755175,-0.109287507796561,-0.273824478247283,0.110418138216063,0.201036944111633,-0.0918085141059506,-0.137958898281584,-0.0497429674849501,0.132582020093094,-0.131660155178484,0.0650936098307917,0.0897743728393312,-0.00681988794476407
"CG3817",0,-0.0560008703719612,0.0657050726805783,0.177035052735349,0.560672898527819,0.320408013398692,0.420216272506133,0.244526757111697,0.180943614975738,0.282843925597946,0.303172740749555,0.385405139250016,0.106763328065334,0.206866533964792,0.105322071539282,0.305610180746064,0.0446428549900784
"CG3868",0,0.15126180677017,0.486110903396267,0.278876220135859,0.751380744578988,0.205353951738827,0.133395217515194,0.485314918993492,0.511937828222272,0.358548194868143,0.224139957439918,0.608588548861198,0.742556596332634,0.665265304788764,0.821385886251349,0.8798003125691,0.790257167366561
"CG3902",0,-0.28543344464557,-0.664479352151363,-0.866200460147414,-0.7456353260271,-0.82080643080673,-0.707301261470273,-0.192114407623635,-0.354151938803777,-0.598983471949359,-0.345370246746224,0.0443444092317291,0.24133553364657,0.133258480683002,-0.181645594223732,0.113188824035696,0.452770759686014
"CG3940",0,0.0373557437015837,-0.140995697847944,-0.76575200099337,-0.670415277943263,-1.0759475589251,-0.981779583705245,-0.496043276088984,-0.277183434291168,-0.271773604235635,-0.464469897756697,-0.737318430439619,0.277652267624705,0.147313150608236,0.414659126230664,-0.101970581415027,-0.0546055603418587
"CG3999",0,0.152269074111984,-0.0829762599930426,-0.36528340066498,0.162393415247518,0.349211103032055,0.225229607528096,1.33098735693757,0.948248777855014,0.835343567318309,0.701327633520446,0.36994229137088,0.575138174614248,1.13201264559975,1.15154931297202,0.89676871112217,1.0710044656321
"CG40198",0,-0.354961707664159,-0.296124780862481,-0.491216708840708,-0.555915689295452,-0.721796079502619,-1.0244175543713,-0.711626283811638,-0.560700703187647,-0.345262057368633,-0.243780248402127,-0.417938955529661,-0.338323246673295,-0.520255632470346,-0.527303060104807,0.0582422765461565,-0.0117032294903447
"CG4038",0,-0.102854232978419,-0.0933409130424483,0.0440781356036433,0.428439729599533,0.297847698144042,0.255966593516518,0.397975735944775,0.367663372224199,0.0605450589979837,0.178549172835773,0.28677603777285,0.106448697213096,0.23772201989183,0.112409604395291,0.284692000971642,0.192207193146306
"CG40470",0,0.12392048748028,-0.0703261444629022,-0.0594495144192688,-0.0237734158177396,-0.128777008518892,-0.0495638076062317,-0.00975661967756469,0.0143161390616147,0.216454520551265,0.305836432831255,0.267564581602651,0.41901710263222,0.303988442356639,0.231791867255223,0.375626604640491,0.273264590377859
"CG4115",0,-0.42915841279977,-0.350205306340453,-1.09665640646667,-0.782240097942221,-1.11096080136457,-1.33230708508025,-0.879525016778237,-1.01473936063381,-1.29975668923761,-0.901626555886116,-0.0848041808484039,-0.181737054178138,-0.983925595302377,-1.32711563428537,0.0217824209863959,-0.228075797611639
"CG4194",0,1.44124633709017,0.713906727023656,0.358131784663759,0.210271427973961,0.512315151063197,0.150129552337899,0.476138979624027,0.569034742530154,0.469308925680405,-0.0741814002637167,0.462965293754387,0.309258081529079,0.126584368322088,0.606670674234367,0.129015085282372,0.73920838003531
"CG42249",0,-0.222208082176697,-0.27925505452347,-0.340935030969095,0.0196926477930539,-0.126992577342226,0.0393125260874791,0.441106577471225,0.432950020199081,0.399965512401337,0.608114854755417,0.875763850967976,0.774892225505407,0.439930326918372,0.460783263254969,0.923053799112632,0.777197083663683
"CG42255",0,0.096935701809389,-0.126283382882898,0.0592024599283905,0.0449885508964334,-0.104231084291763,0.376158109131328,0.987868955861296,0.911564135140215,0.505972039751494,0.509453325198627,1.1459900281847,1.75754203372615,1.91073537900269,1.20905924916111,1.05525406481822,1.63642730794252
"CG42269",0,-0.0716390385656629,0.041888321420807,-1.08097767715641,-0.95269188149204,-0.884257215476527,-1.67200361533868,-0.773956632875036,-0.699443013165538,-1.32623009009854,-0.883892632895386,-0.31913914720077,-0.186704596348366,-0.699228964527422,-1.34930804306157,-0.00662477774026815,0.197636603679476
"CG42329",0,-0.0593727320287356,-0.755292947960279,-1.92001708622722,-2.00727184874072,-1.99200566525242,-2.70322190422418,-1.83872103602907,-2.20152876704073,-1.98542711392692,-1.7367724837635,-0.821905365013213,0.151700592454655,-1.30968809730549,-2.20102102614222,-0.682572197226643,0.0190432683003232
"CG42335",0,1.54051103350673,1.91100269190445,0.554567461933554,0.711810001527492,1.34251568528256,0.526897894598747,0.677180719915298,0.893103423590999,0.745171925440929,-0.381645569262588,1.00550352198924,0.816484928122766,1.32921508898355,1.23669419985996,1.30376038416034,1.37194598427962
"CG42369",0,0.00752702172500275,-0.310003142499485,-0.789116896816861,-0.437370541444138,-1.00323574642597,-0.739218764278479,-0.103913401391572,-0.00980456892043247,0.0907339360227555,0.0328680948764362,0.157757830254971,0.442078795527149,0.552388636119495,0.505670265115184,0.349301387985642,0.449304077121551
"CG4250",0,0.264597288529672,0.228489700886223,0.418546638893419,0.7059975308855,0.856482942674178,1.36629133765255,1.56931886730651,1.33303622132337,1.08397437881084,1.33968193841321,1.6120384496523,1.00199581859865,1.92318128607139,0.780813758743026,1.70069014566661,0.50528158543168
"CG42514",0,0.0816742786923728,0.00704308285330413,-0.7500773950271,-1.08736102044162,-0.767691299370739,-0.543431383094212,-0.0315352417855834,0.128803747910861,0.0428989861725846,0.0603328574531155,0.30355912209935,0.285576648341679,0.108921629623684,0.186174704396525,0.394668524330274,0.612512060941947
"CG42561",0,1.21851704611891,1.52296079602281,0.653294696459628,0.850464808730556,0.0508572416332658,0.240264011688013,0.19538150463159,0.183881110549978,0.489255962847584,0.10564245480271,0.609291731348489,0.299229832893512,0.0786088218519683,0.703567780122901,0.233722808146777,-0.063634433723899
"CG42586",0,-0.171660448416873,-0.112951370056621,1.09646919040295,1.85671519631798,3.18775980775799,3.7927142662279,2.78650903363076,2.38117958073183,2.48910085235738,0.35930592629742,0.0578920185439764,-0.433004132649594,0.412715913509673,-0.148332546022407,-0.684505821305711,-0.60330259553833
"CG42638",0,-0.0468398623482216,0.0237306897888541,-0.0707521866454748,0.0923108024722543,-0.00256929163468111,-0.0180239705974978,0.174528118269744,0.110978398466154,0.0577514959642587,0.0405830811985464,0.357189510190407,0.348755495188732,0.352442630432418,0.101421620173281,0.401523070951034,0.375202677766629
"CG42656",0,-0.247897766266601,-0.149253333699597,-0.679464415994061,-0.18707195229551,-0.759166570433393,-0.937411042690811,-0.657723592403346,-1.16786660719552,-0.725367314736216,-0.733344350296268,-0.00481208475358841,-0.0121862962468793,-0.385346971010797,-0.566216098802422,0.0823029420019137,-0.0306797301250255
"CG42711",0,0.352829784846109,0.146886819201777,0.469281264826057,1.10622339538746,0.611216831105785,0.829757280973941,1.18112617874609,1.07907383390972,1.27592091415644,1.34553757982683,1.11355759073021,1.28549559357747,1.48357587791708,1.21373936198331,1.19218011998206,0.942844549185133
"CG42751",0,1.77943565692546,1.67768116574623,0.0213223103326476,-0.0372603000534864,-0.186617931660072,-0.771087190691806,0.0874344243710605,0.188161887278347,0.0406617681331509,-0.0287846382153636,0.207490726589184,0.289796154082498,0.116935324769339,0.494985422691854,0.334333095043294,0.90094963245498
"CG42788",0,-0.539909184419577,-0.787311934688544,-1.15781157980142,-1.18362570782019,-1.01074039770595,-1.20725250728318,-0.271883319901666,-0.356650873313566,0.037082390930963,0.254350442397453,0.209305943465001,0.160038533834667,-0.0224586778826232,0.0535759685474249,0.390363626316114,-0.108455099059132
"CG42876",0,0.112551989006375,0.205167596383403,1.14487704405862,1.70626866279036,1.85913835775408,1.82548018998735,1.91324504474065,1.55106742479135,1.11580749006247,1.10789655144151,1.18056614686591,0.743804847943843,1.87028902138537,1.22726716662169,1.61714205180928,1.32202017471889
"CG43055",0,-0.265270918508949,0.599230080554019,1.4485507832313,2.38973462718107,1.14045834763041,1.93280229536386,1.73415008740981,1.75697418150044,2.20853882416667,2.00937546818598,2.33114541692194,2.54050158825453,3.0191960762784,3.11198400006505,2.97349389377685,2.81261530156779
"CG43064",0,1.65554056914885,1.79707944874395,0.860449449034019,0.524039910131045,1.05614541235029,0.989901742122281,0.868585263635644,1.22307661987219,1.2042421162996,0.696648203750415,0.898550421860442,1.50837997016318,1.61325457355787,1.65236181268084,1.50240743269809,1.3715436298966
"CG43071",0,1.33642948021085,1.12182005556971,0.561474898132142,0.986358961100039,0.627711753771376,0.712124658579612,1.36607341422932,0.983704560810016,0.624753477432093,0.669506517961056,1.40535929430829,0.613810935951943,1.00279692796883,0.698869521834767,0.969186050962393,0.802803088420582
"CG43085",0,0.468880453401456,1.6204002566625,5.06950879027054,6.75592715033482,6.75185822064819,5.71397938609441,4.35477470662202,3.36654374097525,2.11209566710571,1.50458633516899,1.41296514359548,0.376195857099366,3.80899301782529,1.07149923625912,0.901246893621718,0.38437757610047
"CG43095",0,1.68511115745254,1.09040672763452,0.445879044205938,0.555395307384607,0.919142889753269,1.07626767436311,0.551025974372406,0.591464339192454,-0.126099276640445,0.4917943383642,1.45531555084508,0.789589981620707,0.275148108555003,0.886739637366841,1.34504839929376,1.13931510390963
"CG43165",0,2.22990969048369,2.77530278990322,1.51166433911808,1.12461357245957,0.846395913826239,0.0338539159263389,0.0621267311395481,0.347494556203623,0.50644534557375,0.128748652548664,0.122392960742532,0.163156356161857,0.337297218524726,0.436711869527089,0.57035895518808,0.681763365377585
"CG43202",0,3.64296005920365,4.1738810040582,3.29939519369816,3.13196745768756,3.38946054652982,3.80146691303219,3.04236500705785,2.8417490554362,2.50115434024142,2.66251691226096,3.17404491000132,1.46209811644227,3.47355816273243,1.56925132471761,2.86699259798456,1.29459114843699
"CG43235",0,0.316214086401057,0.279545384058353,0.495706308930004,1.23132653192798,0.78617331421496,0.743746769813104,0.671144508757932,0.658641690237785,0.536053552095298,0.31819854767975,0.460022245248432,0.282160819567784,0.586725285602986,0.353095591934841,-0.289587660027629,-0.0564826547901642
"CG43236",0,4.51650834839282,5.0204896357515,4.82216556606556,4.9418258169503,4.53696529100891,4.7811675172857,3.31751434452075,4.16552941392256,2.9880714152022,3.29234798661438,4.52797929766664,2.80098856161048,4.79652480119324,3.40795628363026,4.31873301958536,3.28508628816686
"CG43291",0,2.37217693226668,3.99760148414347,4.09651064519307,4.87673376791754,5.41433072732099,4.92805148709934,4.41176380142989,3.83837161416791,3.39873050024509,3.17955951535438,3.60899542833386,2.49539237146611,4.66625263811414,2.61046902756379,2.94905481671779,0.971122862247743
"CG43348",0,1.58901591273854,2.31530474897048,2.14365331136906,2.22292404401652,2.22206793474695,0.82476255066318,0.563099459829068,1.40778759137914,1.17608437413594,0.0711881623573536,1.38820000023397,1.0225457824667,1.88036203475759,1.89907925241108,1.21519719123091,1.8404951766209
"CG4335",0,-0.15930185716688,-0.343247491476079,-0.60458364175831,-0.237267621044714,-0.170508620265104,0.0906326456764077,0.577130692667422,0.44110925007808,-0.264390618392251,-0.0276610618201807,-0.0145526177634774,0.144552421931248,0.381172914577504,-0.0268550564914927,-0.16513410714043,0.263512121536723
"CG43351",0,-0.0994695101446661,-0.237831930213758,-0.325701283418082,0.328101525007956,-0.0963463776542612,0.0354958609013618,0.520141067438021,0.257826266156328,0.555524089776736,0.649653111559055,0.770871070407529,0.496500385754049,0.776494458596144,0.51331274413787,1.10397469156236,0.581238005144602
"CG4363",0,0.588095282603817,0.836494413862343,1.08629077269997,1.3535125787172,0.725808885573628,0.576071581959939,1.00528073967752,1.2712529675741,1.88130992724282,1.7345815826497,2.22672011654452,2.25355334651181,2.03655487308203,2.2417078621259,2.54889758597057,2.1459070542005
